0,256,1,51190
1,256,2,48496
2,256,3,45975
3,256,4,136667
4,256,5,50163
5,256,6,50321
6,256,7,54346
7,256,8,46574
8,256,9,116917
9,256,10,42284
10,256,11,61896
11,256,12,45761
12,256,13,131166
13,256,14,49204
14,256,15,56117
15,256,16,62836
16,256,17,156167
17,256,18,73506
18,256,19,54480
19,256,20,49763
20,256,21,145593
21,256,22,53155
22,256,23,48109
23,256,24,56150
24,256,25,164784
25,256,26,50785
26,256,27,55183
27,256,28,45681
28,256,29,45131
29,256,30,77879
30,256,31,47887
31,256,32,57126
32,256,33,53390
33,256,34,44867
34,256,35,46666
35,256,36,47692
36,256,37,45531
37,256,38,44356
38,256,39,52706
39,256,40,45074
40,256,41,52204
41,256,42,156581
42,256,43,47563
43,256,44,47972
44,256,45,46351
45,256,46,45212
46,256,47,146428
47,256,48,49622
48,256,49,59516
49,256,50,89718
50,256,51,133847
51,256,52,48481
52,256,53,49780
53,256,54,47827
54,256,55,48188
55,256,56,139644
56,256,57,51991
57,256,58,44746
58,256,59,58763
59,256,60,180058
60,256,61,61507
61,256,62,50207
62,256,63,51941
63,256,64,111703
64,256,65,49481
65,256,66,46238
66,256,67,53798
67,256,68,168809
68,256,69,45728
69,256,70,54926
70,256,71,61644
71,256,72,158858
72,256,73,46711
73,256,74,74575
74,256,75,50295
75,256,76,150185
76,256,77,42433
77,256,78,52766
78,256,79,46733
79,256,80,50039
80,256,81,133336
81,256,82,51779
82,256,83,49324
83,256,84,58770
84,256,85,162602
85,256,86,50042
86,256,87,52790
87,256,88,54809
88,256,89,163101
89,256,90,57065
90,256,91,86181
91,256,92,45726
92,256,93,136524
93,256,94,47473
94,256,95,43942
95,256,96,82013
96,256,97,151594
97,256,98,62686
98,256,99,46358
99,256,100,48591
100,256,101,160989
101,256,102,56286
102,256,103,63477
103,256,104,59713
104,256,105,141589
105,256,106,47049
106,256,107,42985
107,256,108,46476
108,256,109,45426
109,256,110,139538
110,256,111,46699
111,256,112,51010
112,256,113,45784
113,256,114,50186
114,256,115,131874
115,256,116,69094
116,256,117,58542
117,256,118,42278
118,256,119,150908
119,256,120,54191
120,256,121,53162
121,256,122,44183
122,256,123,46751
123,256,124,124849
124,256,125,46474
125,256,126,46635
126,256,127,46606
127,256,128,52765
128,256,129,133301
129,256,130,58312
130,256,131,55866
131,256,132,50633
132,256,133,154436
133,256,134,50700
134,256,135,64055
135,256,136,53549
136,256,137,153189
137,256,138,48115
138,256,139,44253
139,256,140,45385
140,256,141,43408
141,256,142,139779
142,256,143,51053
143,256,144,51008
144,256,145,48642
145,256,146,45910
146,256,147,123872
147,256,148,59345
148,256,149,42727
149,256,150,47103
150,256,151,47503
151,256,152,124291
152,256,153,47194
153,256,154,43731
154,256,155,49313
155,256,156,44301
156,256,157,136339
157,256,158,90107
158,256,159,57704
159,256,160,48984
160,256,161,81018
161,256,162,46788
162,256,163,69258
163,256,164,70988
164,256,165,134794
165,256,166,50366
166,256,167,45774
167,256,168,41519
168,256,169,50896
169,256,170,136237
170,256,171,39949
171,256,172,43288
172,256,173,46703
173,256,174,48810
174,256,175,142461
175,256,176,47736
176,256,177,54043
177,256,178,47649
178,256,179,46847
179,256,180,125385
180,256,181,43358
181,256,182,42555
182,256,183,46435
183,256,184,47260
184,256,185,44694
185,256,186,51429
186,256,187,49365
187,256,188,52147
188,256,189,52015
189,256,190,69735
190,256,191,63786
191,256,192,64255
192,256,193,64821
193,256,194,73352
194,256,195,62916
195,256,196,142014
196,256,197,57081
197,256,198,55676
198,256,199,51764
199,256,200,173942
200,256,201,62626
201,256,202,47994
202,256,203,45429
203,256,204,45066
204,256,205,180352
205,256,206,50248
206,256,207,58878
207,256,208,176571
208,256,209,46728
209,256,210,48099
210,256,211,50296
211,256,212,54121
212,256,213,178992
213,256,214,51002
214,256,215,48431
215,256,216,53612
216,256,217,74886
217,256,218,56471
218,256,219,47304
219,256,220,46073
220,256,221,50007
221,256,222,119101
222,256,223,54245
223,256,224,45238
224,256,225,43309
225,256,226,48259
226,256,227,125508
227,256,228,46285
228,256,229,56437
229,256,230,43335
230,256,231,46672
231,256,232,126878
232,256,233,70365
233,256,234,78286
234,256,235,46744
235,256,236,126176
236,256,237,64237
237,256,238,49905
238,256,239,69019
239,256,240,142406
240,256,241,53932
241,256,242,56062
242,256,243,56868
243,256,244,157107
244,256,245,97537
245,256,246,77535
246,256,247,149092
247,256,248,49221
248,256,249,43710
249,256,250,56506
250,256,251,48041
251,256,252,124152
252,256,253,52778
253,256,254,43751
254,256,255,51744
255,256,256,173555
256,256,257,49183
257,256,258,48631
258,256,259,53185
259,256,260,47039
260,256,261,123264
261,256,262,49935
262,256,263,44442
263,256,264,43154
264,256,265,55166
265,256,266,128134
266,256,267,47287
267,256,268,56648
268,256,269,45509
269,256,270,46614
270,256,271,124946
271,256,272,52380
272,256,273,48279
273,256,274,51734
274,256,275,169503
275,256,276,44434
276,256,277,44634
277,256,278,51325
278,256,279,56792
279,256,280,132125
280,256,281,46200
281,256,282,44967
282,256,283,47150
283,256,284,52046
284,256,285,131104
285,256,286,43026
286,256,287,49525
287,256,288,44770
288,256,289,43933
289,256,290,140322
290,256,291,48654
291,256,292,46437
292,256,293,42485
293,256,294,44329
294,256,295,139559
295,256,296,43943
296,256,297,46981
297,256,298,43981
298,256,299,59178
299,256,300,131250
300,256,301,68205
301,256,302,72097
