 ROUTE_INDEX, ADDRESS, TIME_1, TIME_2,TIME_3, DATETIME, DESTINY
 6,ebt-b1191-tcore01.spo.embratel.net.br (200.230.252.130),24.940 ms,31.704 ms,23.774 ms,2020/09/28T13:49:58,www.adelaide.edu.au
 7,ebt-b12-tcore01.spoph.embratel.net.br (200.230.158.29),24.971 ms,26.944 ms,36.814 ms,2020/09/28T13:49:58,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg01.spoph.embratel.net.br (200.230.131.14),23.755 ms,22.943 ms,27.872 ms,2020/09/28T13:49:58,www.adelaide.edu.au
 9,ideint-saopau-penha-7-tge1-0-0.uninet.net.mx (187.174.64.6),140.133 ms,139.974 ms,141.197 ms,2020/09/28T13:49:58,www.adelaide.edu.au
11,te0-0-0-17.br04.mia02.pccwbtn.net (63.218.113.29),141.004 ms,137.250 ms,136.813 ms,2020/09/28T13:49:58,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),211.109 ms,209.081 ms,211.847 ms,2020/09/28T13:49:58,www.adelaide.edu.au
13,tenge0-3-0-8.br03.lax05.pccwbtn.net (63.223.43.110),211.151 ms,211.527 ms,209.940 ms,2020/09/28T13:49:58,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),567.406 ms,477.616 ms, ,2020/09/28T13:49:58,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),414.472 ms,441.258 ms,546.898 ms,2020/09/28T13:49:58,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),476.466 ms,508.265 ms,615.410 ms,2020/09/28T13:49:58,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),612.166 ms,507.851 ms,414.562 ms,2020/09/28T13:49:58,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),615.140 ms,820.701 ms,511.512 ms,2020/09/28T13:49:58,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),510.845 ms,614.527 ms,509.578 ms,2020/09/28T13:49:58,www.adelaide.edu.au
21,192.43.227.18,413.245 ms,578.393 ms,412.811 ms,2020/09/28T13:49:58,www.adelaide.edu.au
22,129.127.254.189,416.256 ms,573.928 ms,414.391 ms,2020/09/28T13:49:58,www.adelaide.edu.au
23,129.127.155.145,416.616 ms,419.217 ms,417.302 ms,2020/09/28T13:49:58,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),415.951 ms,1149.122 ms,417.106 ms,2020/09/28T13:49:58,www.adelaide.edu.au
 1,192.168.0.1,2.736 ms,3.700 ms,3.029 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),175.677 ms,182.710 ms,189.982 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),16.994 ms,13.445 ms,18.025 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),31.846 ms,33.436 ms,37.031 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 6,ebt-p3-2-4-core01.bhe.embratel.net.br (200.244.24.41),40.160 ms,31.530 ms,32.904 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 7,ebt-b1311-tcore01.rjo.embratel.net.br (200.244.212.130),36.289 ms,34.893 ms,32.133 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg03.rjo.embratel.net.br (200.244.18.36),31.844 ms,32.565 ms,40.073 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 9,ideint-riojan-alexandremck-4-tge1-0-0.uninet.net.mx (187.174.64.2),141.072 ms,142.434 ms,144.782 ms,2020/09/28T13:50:44,www.adelaide.edu.au
11,te0-0-0-18.br04.mia02.pccwbtn.net (63.218.113.33),150.753 ms,143.783 ms,141.877 ms,2020/09/28T13:50:44,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),202.087 ms,197.554 ms,199.958 ms,2020/09/28T13:50:44,www.adelaide.edu.au
13,tenge0-3-0-8.br03.lax05.pccwbtn.net (63.223.43.110),202.429 ms,201.312 ms,204.792 ms,2020/09/28T13:50:44,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),395.084 ms,402.520 ms,399.673 ms,2020/09/28T13:50:44,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),863.070 ms,513.511 ms,410.694 ms,2020/09/28T13:50:44,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),403.913 ms,405.661 ms,725.355 ms,2020/09/28T13:50:44,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),511.751 ms,406.895 ms,406.887 ms,2020/09/28T13:50:44,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),411.670 ms,817.876 ms,400.625 ms,2020/09/28T13:50:44,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),531.574 ms,413.880 ms,703.429 ms,2020/09/28T13:50:44,www.adelaide.edu.au
21,192.43.227.18,406.689 ms,413.016 ms,400.577 ms,2020/09/28T13:50:44,www.adelaide.edu.au
22,129.127.254.189,415.247 ms,613.103 ms,512.777 ms,2020/09/28T13:50:44,www.adelaide.edu.au
23,129.127.155.145,400.547 ms,401.203 ms,404.902 ms,2020/09/28T13:50:44,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),535.647 ms,713.406 ms,408.152 ms,2020/09/28T13:50:44,www.adelaide.edu.au
 1,192.168.0.1,3.697 ms,8.481 ms,7.583 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),29.682 ms,20.446 ms,18.668 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),18.396 ms,14.318 ms,17.010 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),37.853 ms,34.752 ms,33.847 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 6,ebt-p3-2-4-core01.bhe.embratel.net.br (200.244.24.41),439.845 ms,44.588 ms,67.518 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 7,ebt-b1311-tcore01.rjo.embratel.net.br (200.244.212.130),48.663 ms,45.953 ms,37.920 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 8,ebt-h0-12-0-1-agg03.rjo.embratel.net.br (200.244.18.2),40.396 ms,37.725 ms,35.915 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 9,ideint-riojan-alexandremck-4-tge1-0-0.uninet.net.mx (187.174.64.2),141.227 ms,145.161 ms,146.231 ms,2020/09/28T13:51:33,www.adelaide.edu.au
11,te0-0-0-18.br04.mia02.pccwbtn.net (63.218.113.33),143.239 ms,141.505 ms,141.146 ms,2020/09/28T13:51:33,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),227.689 ms,302.160 ms,414.168 ms,2020/09/28T13:51:33,www.adelaide.edu.au
13,tenge0-3-0-3.br03.lax05.pccwbtn.net (63.223.43.106),509.305 ms,216.816 ms,214.400 ms,2020/09/28T13:51:33,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),417.072 ms,424.554 ms, ,2020/09/28T13:51:33,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),435.124 ms,514.572 ms,547.633 ms,2020/09/28T13:51:33,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),518.765 ms,543.278 ms,519.279 ms,2020/09/28T13:51:33,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),468.224 ms,618.342 ms,607.742 ms,2020/09/28T13:51:33,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),415.984 ms,443.316 ms,415.374 ms,2020/09/28T13:51:33,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),417.734 ms,877.069 ms,649.706 ms,2020/09/28T13:51:33,www.adelaide.edu.au
21,192.43.227.18,421.215 ms,630.889 ms,421.221 ms,2020/09/28T13:51:33,www.adelaide.edu.au
22,129.127.254.189,416.450 ms,415.030 ms,453.165 ms,2020/09/28T13:51:33,www.adelaide.edu.au
23,129.127.155.145,648.200 ms,420.677 ms,498.894 ms,2020/09/28T13:51:33,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),418.660 ms,420.735 ms,492.961 ms,2020/09/28T13:51:33,www.adelaide.edu.au
 1,192.168.0.1,3.653 ms,3.807 ms,2.950 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),54.712 ms,17.550 ms,24.910 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),14.109 ms,19.497 ms,14.853 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),20.341 ms,21.254 ms,20.097 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),24.836 ms,24.597 ms,23.967 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 6,ebt-b1191-tcore01.spo.embratel.net.br (200.230.252.130),30.950 ms,23.400 ms,24.083 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 7,ebt-b12-tcore01.spoph.embratel.net.br (200.230.158.29),31.007 ms,23.386 ms,23.939 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg01.spoph.embratel.net.br (200.230.131.14),24.034 ms,20.508 ms,33.805 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 9,ideint-saopau-penha-7-tge1-0-0.uninet.net.mx (187.174.64.6),141.109 ms,142.369 ms,137.304 ms,2020/09/28T13:52:14,www.adelaide.edu.au
11,te0-0-0-17.br04.mia02.pccwbtn.net (63.218.113.29),139.963 ms,136.502 ms,137.857 ms,2020/09/28T13:52:14,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),211.721 ms,,385.651 ms,2020/09/28T13:52:14,www.adelaide.edu.au
13,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),209.479 ms,,216.548 ms,2020/09/28T13:52:14,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),410.334 ms,582.863 ms,411.866 ms,2020/09/28T13:52:14,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),417.663 ms,697.890 ms,517.853 ms,2020/09/28T13:52:14,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),412.828 ms,409.970 ms,407.159 ms,2020/09/28T13:52:14,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),507.469 ms,713.279 ms,436.599 ms,2020/09/28T13:52:14,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),422.699 ms,416.733 ms,675.195 ms,2020/09/28T13:52:14,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),611.529 ms,443.683 ms,418.904 ms,2020/09/28T13:52:14,www.adelaide.edu.au
21,192.43.227.18,414.492 ms,413.971 ms,419.002 ms,2020/09/28T13:52:14,www.adelaide.edu.au
22,129.127.254.189,413.173 ms,443.050 ms,508.444 ms,2020/09/28T13:52:14,www.adelaide.edu.au
23,129.127.155.145,421.822 ms,502.706 ms,416.706 ms,2020/09/28T13:52:14,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),415.906 ms,710.658 ms,503.255 ms,2020/09/28T13:52:14,www.adelaide.edu.au
 1,192.168.0.1,2.667 ms,3.020 ms,2.704 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),1173.875 ms,743.403 ms,790.462 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),18.880 ms,13.216 ms,20.170 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),22.061 ms,20.429 ms,22.106 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),26.778 ms,23.581 ms,23.922 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 6,ebt-b1191-tcore01.spo.embratel.net.br (200.230.252.130),39.445 ms,75.248 ms,44.716 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 7,ebt-b12-tcore01.spoph.embratel.net.br (200.230.158.29),28.044 ms,23.348 ms,24.090 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg01.spoph.embratel.net.br (200.230.131.14),26.898 ms,22.541 ms,24.611 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 9,ideint-saopau-penha-7-tge1-0-0.uninet.net.mx (187.174.64.6),136.577 ms,143.318 ms,139.195 ms,2020/09/28T13:52:55,www.adelaide.edu.au
11,te0-0-0-17.br04.mia02.pccwbtn.net (63.218.113.29),143.094 ms,139.390 ms,137.087 ms,2020/09/28T13:52:55,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),210.915 ms,212.694 ms,501.429 ms,2020/09/28T13:52:55,www.adelaide.edu.au
13,tenge0-3-0-8.br03.lax05.pccwbtn.net (63.223.43.110),407.812 ms,276.697 ms,286.081 ms,2020/09/28T13:52:55,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),475.010 ms,409.141 ms,417.052 ms,2020/09/28T13:52:55,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),431.169 ms,684.374 ms,613.882 ms,2020/09/28T13:52:55,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),613.666 ms,509.154 ms,518.976 ms,2020/09/28T13:52:55,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),415.241 ms,504.600 ms,609.731 ms,2020/09/28T13:52:55,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),415.122 ms,614.652 ms,813.864 ms,2020/09/28T13:52:55,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),414.974 ms,417.375 ms,498.236 ms,2020/09/28T13:52:55,www.adelaide.edu.au
21,192.43.227.18,714.302 ms,412.851 ms,475.725 ms,2020/09/28T13:52:55,www.adelaide.edu.au
22,129.127.254.189,614.063 ms,511.216 ms,412.724 ms,2020/09/28T13:52:55,www.adelaide.edu.au
23,129.127.155.145,415.410 ms,412.350 ms,804.305 ms,2020/09/28T13:52:55,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),414.835 ms,508.283 ms,444.553 ms,2020/09/28T13:52:55,www.adelaide.edu.au
 1,192.168.0.1,3.220 ms,4.694 ms,3.109 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),30.948 ms,16.972 ms,24.221 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),20.790 ms,23.566 ms,17.766 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),22.297 ms,21.352 ms,20.300 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),31.695 ms,22.301 ms,24.055 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 6,ebt-b1191-tcore01.spo.embratel.net.br (200.230.252.130),23.978 ms,23.894 ms,23.591 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 7,ebt-b12-tcore01.spoph.embratel.net.br (200.230.158.29),28.101 ms,22.259 ms,23.974 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg01.spoph.embratel.net.br (200.230.131.14),25.517 ms,25.037 ms,23.182 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 9,ideint-saopau-penha-7-tge1-0-0.uninet.net.mx (187.174.64.6),138.392 ms,140.689 ms,142.474 ms,2020/09/28T13:53:31,www.adelaide.edu.au
11,te0-0-0-17.br04.mia02.pccwbtn.net (63.218.113.29),141.694 ms,132.845 ms,135.245 ms,2020/09/28T13:53:31,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),237.264 ms,212.012 ms,297.347 ms,2020/09/28T13:53:31,www.adelaide.edu.au
13,tenge0-3-0-3.br03.lax05.pccwbtn.net (63.223.43.106),411.849 ms,405.639 ms,224.717 ms,2020/09/28T13:53:31,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),609.169 ms,587.704 ms,425.580 ms,2020/09/28T13:53:31,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),439.756 ms,593.209 ms,827.717 ms,2020/09/28T13:53:31,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),410.968 ms,407.791 ms,409.236 ms,2020/09/28T13:53:31,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),917.524 ms,418.199 ms,668.889 ms,2020/09/28T13:53:31,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),418.604 ms,533.656 ms,416.726 ms,2020/09/28T13:53:31,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),413.212 ms,424.721 ms,416.442 ms,2020/09/28T13:53:31,www.adelaide.edu.au
21,192.43.227.18,479.493 ms,414.963 ms,416.814 ms,2020/09/28T13:53:31,www.adelaide.edu.au
22,129.127.254.189,413.056 ms,414.394 ms,411.035 ms,2020/09/28T13:53:31,www.adelaide.edu.au
23,129.127.155.145,410.374 ms,414.815 ms,578.768 ms,2020/09/28T13:53:31,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),414.197 ms,421.281 ms,419.533 ms,2020/09/28T13:53:31,www.adelaide.edu.au
 1,192.168.0.1,3.286 ms,4.531 ms,2.308 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),72.756 ms,13.465 ms,38.046 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),15.948 ms,21.485 ms,17.589 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),26.164 ms,22.088 ms,22.080 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),31.070 ms,29.510 ms,24.182 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 6,ebt-b1191-tcore01.spo.embratel.net.br (200.230.252.130),30.377 ms,23.612 ms,24.367 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 7,ebt-b12-tcore01.spoph.embratel.net.br (200.230.158.29),27.489 ms,29.410 ms,25.031 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg01.spoph.embratel.net.br (200.230.131.14),28.787 ms,25.322 ms,22.869 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 9,ideint-saopau-penha-7-tge1-0-0.uninet.net.mx (187.174.64.6),139.116 ms,139.569 ms,138.716 ms,2020/09/28T13:54:10,www.adelaide.edu.au
11,te0-0-0-17.br04.mia02.pccwbtn.net (63.218.113.29),137.021 ms,135.886 ms,131.818 ms,2020/09/28T13:54:10,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),196.541 ms,196.037 ms,194.052 ms,2020/09/28T13:54:10,www.adelaide.edu.au
13,tenge0-3-0-3.br03.lax05.pccwbtn.net (63.223.43.106),193.620 ms,195.768 ms,198.810 ms,2020/09/28T13:54:10,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),615.960 ms,407.848 ms,425.519 ms,2020/09/28T13:54:10,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),401.253 ms,406.466 ms,405.014 ms,2020/09/28T13:54:10,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),611.941 ms,495.711 ms,426.024 ms,2020/09/28T13:54:10,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),400.859 ms,397.381 ms,739.282 ms,2020/09/28T13:54:10,www.adelaide.edu.au
19,, et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29) 482.374 ms,510.285 ms,2020/09/28T13:54:10,www.adelaide.edu.au,
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),400.252 ms,398.887 ms,735.758 ms,2020/09/28T13:54:10,www.adelaide.edu.au
21,192.43.227.18,512.258 ms,398.018 ms,994.840 ms,2020/09/28T13:54:10,www.adelaide.edu.au
22,129.127.254.189,917.926 ms,397.972 ms,398.782 ms,2020/09/28T13:54:10,www.adelaide.edu.au
23,129.127.155.145,432.303 ms,398.424 ms,395.838 ms,2020/09/28T13:54:10,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),399.139 ms,402.215 ms,402.276 ms,2020/09/28T13:54:10,www.adelaide.edu.au
 1,192.168.0.1,3.872 ms,3.770 ms,7.600 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),33.705 ms,14.275 ms,15.024 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),16.207 ms,12.464 ms,12.794 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),33.229 ms,31.185 ms,31.998 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 6,ebt-p2-2-2-core01.bhe.embratel.net.br (200.244.24.1),34.111 ms,34.525 ms,37.155 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 7,ebt-b1311-tcore01.rjo.embratel.net.br (200.244.212.130),41.611 ms,47.973 ms,54.547 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 8,ebt-h0-17-0-1-agg03.rjo.embratel.net.br (200.244.165.48),32.072 ms,33.810 ms,34.093 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 9,ideint-riojan-alexandremck-4-tge1-0-0.uninet.net.mx (187.174.64.2),143.080 ms,140.333 ms,140.431 ms,2020/09/28T13:54:54,www.adelaide.edu.au
11,te0-0-0-18.br04.mia02.pccwbtn.net (63.218.113.33),150.586 ms,140.396 ms,143.575 ms,2020/09/28T13:54:54,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),219.504 ms,216.906 ms,217.336 ms,2020/09/28T13:54:54,www.adelaide.edu.au
13,tenge0-3-0-3.br03.lax05.pccwbtn.net (63.223.43.106),216.995 ms,214.242 ms,211.976 ms,2020/09/28T13:54:54,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),420.907 ms,416.600 ms,413.826 ms,2020/09/28T13:54:54,www.adelaide.edu.au
16,et-3-3-0.pe1.rsby.nsw.aarnet.net.au (113.197.15.156),434.891 ms,712.048 ms,716.413 ms,2020/09/28T13:54:54,www.adelaide.edu.au
17,xe-1-1-0.pe1.eskp.nsw.aarnet.net.au (113.197.15.199),512.613 ms,511.437 ms,514.728 ms,2020/09/28T13:54:54,www.adelaide.edu.au
18,et-0-3-0.pe1.wmlb.vic.aarnet.net.au (113.197.15.9),416.742 ms,426.214 ms,788.994 ms,2020/09/28T13:54:54,www.adelaide.edu.au
19,et-0-3-0.pe1.adel.sa.aarnet.net.au (113.197.15.29),717.097 ms,509.466 ms,417.401 ms,2020/09/28T13:54:54,www.adelaide.edu.au
20,adelaide.vlan244.xe-5-0-4.pe1.adel.sa.aarnet.net.au (138.44.192.93),416.665 ms,416.771 ms,592.996 ms,2020/09/28T13:54:54,www.adelaide.edu.au
21,192.43.227.18,420.027 ms,482.588 ms,423.279 ms,2020/09/28T13:54:54,www.adelaide.edu.au
22,129.127.254.189,418.185 ms,416.383 ms,418.212 ms,2020/09/28T13:54:54,www.adelaide.edu.au
23,129.127.155.145,428.192 ms,432.133 ms,430.036 ms,2020/09/28T13:54:54,www.adelaide.edu.au
24,online-media.adelaide.edu.au (129.127.149.1),430.377 ms,426.626 ms,505.087 ms,2020/09/28T13:54:54,www.adelaide.edu.au
 1,192.168.0.1,2.730 ms,12.784 ms,6.207 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),62.387 ms,16.605 ms,21.953 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),17.279 ms,19.313 ms,14.924 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),22.251 ms,22.174 ms,23.837 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),24.425 ms,23.284 ms,23.361 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 6,ebt-b1191-tcore01.spo.embratel.net.br (200.230.252.130),41.432 ms,29.706 ms,23.894 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 7,ebt-b12-tcore01.spoph.embratel.net.br (200.230.158.29),42.314 ms,23.278 ms,23.805 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 8,ebt-h0-4-0-0-agg01.spoph.embratel.net.br (200.230.131.14),29.960 ms,18.519 ms,24.241 ms,2020/09/28T13:55:34,www.adelaide.edu.au
 9,ideint-saopau-penha-7-tge1-0-0.uninet.net.mx (187.174.64.6),134.200 ms,134.989 ms,159.879 ms,2020/09/28T13:55:34,www.adelaide.edu.au
11,te0-0-0-17.br04.mia02.pccwbtn.net (63.218.113.29),151.863 ms,133.520 ms,140.668 ms,2020/09/28T13:55:34,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),234.180 ms,209.235 ms,407.144 ms,2020/09/28T13:55:34,www.adelaide.edu.au
