 ROUTE_INDEX, ADDRESS, TIME_1, TIME_2,TIME_3, DATETIME, DESTINY
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),238.193 ms,238.198 ms,317.307 ms,2020/09/28T18:16:51,www.phil.cam.ac.uk,
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),411.752 ms,411.593 ms,407.020 ms,2020/09/28T18:16:51,www.phil.cam.ac.uk,
 1,192.168.0.1,4.563 ms,2.976 ms,5.780 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),25.712 ms,31.880 ms,26.882 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),16.148 ms,14.453 ms,13.636 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),34.030 ms,30.940 ms,34.430 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 6,ebt-p1-2-4-core01.bhe.embratel.net.br (200.244.24.3),40.511 ms,33.294 ms,31.168 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 7,ebt-b13111-intl01.nyk.embratel.net.br (200.230.220.94),160.913 ms,159.688 ms,163.976 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 8,nyk-b3-link.telia.net (62.115.45.242),158.146 ms,158.185 ms,166.681 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 9,nyk-bb3-link.telia.net (62.115.140.222),250.907 ms,240.480 ms,330.976 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.155),316.526 ms,406.805 ms,509.561 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),413.133 ms,225.992 ms,226.985 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),364.962 ms,511.531 ms,246.618 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),233.297 ms,539.035 ms,230.211 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),387.183 ms,437.871 ms,235.106 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),248.842 ms,265.213 ms,234.367 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),315.487 ms,409.902 ms,305.788 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
18,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),514.996 ms,,236.943 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),234.133 ms,238.519 ms,230.977 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),229.653 ms,237.201 ms,289.620 ms,2020/09/28T18:17:24,www.phil.cam.ac.uk
 1,192.168.0.1,2.864 ms,3.426 ms,2.492 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),33.030 ms,27.160 ms,15.853 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),23.927 ms,16.603 ms,13.584 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),34.962 ms,33.381 ms,33.924 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 6,ebt-p1-2-4-core01.bhe.embratel.net.br (200.244.24.3),39.010 ms,31.411 ms,33.789 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 7,ebt-b13111-intl01.nyk.embratel.net.br (200.230.220.94),164.516 ms,163.033 ms,160.073 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 8,nyk-b3-link.telia.net (62.115.45.242),160.459 ms,167.462 ms,161.055 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 9,nyk-bb3-link.telia.net (62.115.140.222),493.636 ms,306.013 ms,818.518 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
10,ldn-bb4-link.telia.net (62.115.112.245),258.459 ms,510.934 ms,820.135 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.155),306.559 ms,613.180 ms,307.432 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),306.869 ms,511.337 ms,309.813 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),507.982 ms,232.497 ms,382.515 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),307.159 ms,305.080 ms,256.666 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),232.855 ms,230.601 ms,228.066 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),383.908 ms,228.977 ms,382.115 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),411.881 ms,508.942 ms,514.129 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
18,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),238.688 ms,,230.553 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),421.080 ms,511.871 ms,305.491 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),410.992 ms,240.442 ms,239.019 ms,2020/09/28T18:17:51,www.phil.cam.ac.uk
 1,192.168.0.1,3.371 ms,2.659 ms,3.061 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),18.807 ms,28.633 ms,27.619 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),15.009 ms,12.556 ms,15.960 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),39.732 ms,32.466 ms,35.904 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 6,ebt-p1-2-4-core01.bhe.embratel.net.br (200.244.24.3),42.693 ms,34.024 ms,33.839 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 7,ebt-b13111-intl01.nyk.embratel.net.br (200.230.220.94),163.257 ms,161.094 ms,164.096 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 8,nyk-b3-link.telia.net (62.115.45.242),160.893 ms,158.650 ms,159.891 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 9,nyk-bb3-link.telia.net (62.115.140.222),235.180 ms,398.670 ms,236.561 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
10,ldn-bb4-link.telia.net (62.115.112.245),230.444 ms,232.335 ms,234.157 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.155),229.112 ms,228.511 ms,227.680 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),322.150 ms,302.754 ms,311.551 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),233.997 ms,230.587 ms,249.150 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),414.524 ms,301.670 ms,407.042 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),619.544 ms,302.675 ms,231.010 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),485.848 ms,229.689 ms,233.103 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),245.086 ms,232.887 ms,246.286 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
18,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),245.904 ms,,276.266 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),406.998 ms,238.053 ms,232.694 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),233.868 ms,239.453 ms,387.698 ms,2020/09/28T18:18:14,www.phil.cam.ac.uk
 1,192.168.0.1,2.872 ms,2.926 ms,3.149 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),28.709 ms,26.694 ms,25.311 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),13.227 ms,15.362 ms,12.937 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),30.567 ms,20.874 ms,21.759 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),21.893 ms,23.240 ms,24.669 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 6,ebt-b11951-intl01.atl.embratel.net.br (200.230.230.16),139.505 ms,143.217 ms,144.250 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 7,atl-b24-link.telia.net (62.115.46.6),138.927 ms,139.237 ms,137.118 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 8,ash-bb2-link.telia.net (62.115.125.129),155.396 ms,157.449 ms,154.997 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
10,ldn-bb3-link.telia.net (62.115.113.21),424.070 ms,236.337 ms,229.799 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.151),223.185 ms,332.174 ms,226.056 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),226.103 ms,227.451 ms,224.005 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),227.117 ms,229.930 ms,227.356 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),225.658 ms,232.346 ms,305.431 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),237.566 ms,275.443 ms,227.473 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),283.781 ms,308.664 ms,409.463 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),303.871 ms,231.367 ms,281.354 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
18,, d-dw.s-dw.net.cam.ac.uk (193.60.88.2) 479.152 ms, ,2020/09/28T18:18:40,www.phil.cam.ac.uk,
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),380.548 ms,409.208 ms,307.661 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),304.130 ms,309.849 ms,295.174 ms,2020/09/28T18:18:40,www.phil.cam.ac.uk
 1,192.168.0.1,3.437 ms,3.784 ms,2.824 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),39.787 ms,16.409 ms,41.456 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),15.008 ms,11.347 ms,14.293 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),21.013 ms,20.584 ms,20.984 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),24.346 ms,22.666 ms,23.902 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 6,ebt-b11951-intl01.atl.embratel.net.br (200.230.230.16),139.101 ms,143.376 ms,143.928 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 7,atl-b24-link.telia.net (62.115.46.6),139.045 ms,141.671 ms,137.643 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 8,ash-bb2-link.telia.net (62.115.125.129),155.202 ms,154.603 ms,156.530 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
10,ldn-bb3-link.telia.net (62.115.113.21),264.253 ms,368.969 ms,241.241 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.151),274.242 ms,404.695 ms,307.587 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),307.375 ms,306.469 ms,408.866 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),226.631 ms,224.266 ms,225.149 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),223.739 ms,736.877 ms,225.770 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),289.236 ms,332.638 ms,233.201 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),229.963 ms,228.447 ms,504.263 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),412.254 ms,617.069 ms,405.940 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
18,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),231.002 ms,,251.029 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),306.042 ms,303.670 ms,410.311 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),242.780 ms,232.797 ms,237.889 ms,2020/09/28T18:19:04,www.phil.cam.ac.uk
 1,192.168.0.1,2.814 ms,2.867 ms,2.823 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),26.253 ms,18.060 ms,23.004 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),16.966 ms,12.313 ms,14.995 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),23.013 ms,21.257 ms,19.136 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),23.213 ms,24.013 ms,23.000 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 6,ebt-b11951-intl01.atl.embratel.net.br (200.230.230.16),142.023 ms,143.207 ms,144.373 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 7,atl-b24-link.telia.net (62.115.46.6),137.807 ms,137.376 ms,139.799 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 8,ash-bb2-link.telia.net (62.115.125.129),156.257 ms,155.097 ms,165.265 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
10,ldn-bb3-link.telia.net (62.115.113.21),234.802 ms,522.140 ms,306.192 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.151),615.841 ms,408.471 ms,610.309 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),222.851 ms,391.088 ms,311.129 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),405.597 ms,540.772 ms,230.780 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),662.478 ms,229.547 ms,225.881 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),227.023 ms,228.712 ms,231.410 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),393.534 ms,527.778 ms,233.713 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),262.735 ms,233.371 ms,229.059 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
18,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),229.155 ms,233.356 ms, ,2020/09/28T18:19:29,www.phil.cam.ac.uk
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),369.809 ms,411.974 ms,303.566 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),617.906 ms,232.591 ms,380.771 ms,2020/09/28T18:19:29,www.phil.cam.ac.uk
 1,192.168.0.1,3.906 ms,2.570 ms,3.095 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),44.804 ms,29.361 ms,16.709 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),17.021 ms,15.380 ms,13.065 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),33.516 ms,33.366 ms,33.167 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 6,ebt-p3-2-4-core01.bhe.embratel.net.br (200.244.24.41),43.466 ms,31.278 ms,33.270 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 7,ebt-b13111-intl01.nyk.embratel.net.br (200.230.220.94),150.761 ms,152.509 ms,150.858 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 8,nyk-b3-link.telia.net (62.115.45.242),147.923 ms,145.407 ms,146.456 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 9,nyk-bb3-link.telia.net (62.115.140.222),233.928 ms,212.842 ms,214.963 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
10,ldn-bb4-link.telia.net (62.115.112.245),220.016 ms,275.279 ms,509.788 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.155),514.765 ms,214.093 ms,214.116 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),211.074 ms,213.107 ms,212.798 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),212.121 ms,240.449 ms,220.269 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),307.690 ms,295.221 ms,219.307 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),391.731 ms,272.524 ms,269.404 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),239.122 ms,216.218 ms,294.812 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),220.748 ms,328.662 ms,223.906 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
18,, d-dw.s-dw.net.cam.ac.uk (193.60.88.2) 370.940 ms, ,2020/09/28T18:19:54,www.phil.cam.ac.uk,
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),218.020 ms,368.227 ms,219.956 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),220.060 ms,222.630 ms,225.826 ms,2020/09/28T18:19:54,www.phil.cam.ac.uk
 1,192.168.0.1,6.256 ms,3.022 ms,7.353 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),32.236 ms,13.493 ms,20.072 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),12.924 ms,13.362 ms,12.830 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 4,embratel-t0-1-0-1-4003-uacc04.cas.embratel.net.br (200.213.44.9),20.561 ms,22.892 ms,20.828 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 5,ebt-h0-7-0-3-tcore01.cas.embratel.net.br (200.244.213.103),34.496 ms,30.063 ms,23.978 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 6,ebt-b11951-intl01.atl.embratel.net.br (200.230.230.16),144.806 ms,135.473 ms,145.021 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 7,atl-b24-link.telia.net (62.115.46.6),139.137 ms,137.362 ms,139.740 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 8,ash-bb2-link.telia.net (62.115.125.129),157.996 ms,154.954 ms,157.454 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
10,ldn-bb3-link.telia.net (62.115.113.21),230.928 ms,231.610 ms,234.006 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.151),273.497 ms,231.350 ms,231.363 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),557.199 ms,407.414 ms,310.183 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),612.647 ms,306.128 ms,227.099 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),226.262 ms,467.837 ms,408.032 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),410.031 ms,411.570 ms,508.898 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),228.268 ms,285.333 ms,306.240 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),406.861 ms,619.264 ms,407.460 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
18,, d-dw.s-dw.net.cam.ac.uk (193.60.88.2) 262.552 ms, ,2020/09/28T18:20:22,www.phil.cam.ac.uk,
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),394.084 ms,405.376 ms,410.975 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),409.321 ms,233.386 ms,278.550 ms,2020/09/28T18:20:22,www.phil.cam.ac.uk
 1,192.168.0.1,2.590 ms,2.854 ms,2.895 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 2,b123c401.virtua.com.br (177.35.196.1),47.043 ms,28.087 ms,20.045 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 3,bd07605a.virtua.com.br (189.7.96.90),13.488 ms,24.253 ms,16.458 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),36.435 ms,33.475 ms,32.695 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 6,ebt-p3-2-4-core01.bhe.embratel.net.br (200.244.24.41),39.979 ms,32.300 ms,34.940 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 7,ebt-b13111-intl01.nyk.embratel.net.br (200.230.220.94),147.055 ms,152.446 ms,152.857 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 8,nyk-b3-link.telia.net (62.115.45.242),171.393 ms,143.842 ms,147.113 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
10,ldn-bb3-link.telia.net (62.115.113.21),338.387 ms,407.306 ms,240.344 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
11,ldn-b7-link.telia.net (62.115.138.151),214.593 ms,220.286 ms,346.778 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
12,jisc-ic-345130-ldn-b7.c.telia.net (62.115.175.107),217.405 ms,348.029 ms,222.397 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
13,ae24.londtt-sbr1.ja.net (146.97.35.193),216.296 ms,215.114 ms,418.656 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
14,ae28.londtw-sbr2.ja.net (146.97.33.62),306.077 ms,322.037 ms,217.783 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
15,ae31.lowdss-sbr1.ja.net (146.97.33.29),258.096 ms,222.585 ms,308.593 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
16,ae26.lowdss-ban1.ja.net (146.97.35.246),294.682 ms,253.185 ms,258.047 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
17,uoc.ja.net (146.97.41.38),511.974 ms,317.658 ms,221.425 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
18,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),227.002 ms,,228.401 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
19,d-dw.s-dw.net.cam.ac.uk (193.60.88.2),221.770 ms,389.153 ms,509.075 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
20,philos.falcon.csx.cam.ac.uk (131.111.15.58),311.343 ms,405.693 ms,360.475 ms,2020/09/28T18:20:54,www.phil.cam.ac.uk
 1,192.168.0.1,3.378 ms,3.328 ms,4.201 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 2,b123c401.virtua.com.br (177.35.196.1),43.599 ms,27.670 ms,23.544 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 3,bd07605a.virtua.com.br (189.7.96.90),16.274 ms,13.141 ms,15.176 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 4,embratel-t0-0-0-0-4004-uacc01.bhe.embratel.net.br (189.52.252.133),33.270 ms,33.319 ms,36.559 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 6,ebt-p2-2-2-core01.bhe.embratel.net.br (200.244.24.1),34.406 ms,33.497 ms,41.765 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 7,ebt-b1311-tcore01.rjo.embratel.net.br (200.244.212.130),40.264 ms,38.815 ms,32.241 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 8,ebt-h0-17-0-1-agg03.rjo.embratel.net.br (200.244.165.48),33.020 ms,33.518 ms,33.746 ms,2020/09/28T18:21:49,www.adelaide.edu.au
 9,ideint-riojan-alexandremck-4-tge1-0-0.uninet.net.mx (187.174.64.2),139.251 ms,137.405 ms,137.960 ms,2020/09/28T18:21:49,www.adelaide.edu.au
11,te0-0-0-18.br04.mia02.pccwbtn.net (63.218.113.33),143.355 ms,143.933 ms,142.126 ms,2020/09/28T18:21:49,www.adelaide.edu.au
12,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),201.270 ms,199.463 ms,197.364 ms,2020/09/28T18:21:49,www.adelaide.edu.au
13,tenge0-3-0-2.br03.lax05.pccwbtn.net (63.223.43.102),197.004 ms,198.458 ms,198.354 ms,2020/09/28T18:21:49,www.adelaide.edu.au
15,xe-0-2-1.pe1.alxd.nsw.aarnet.net.au (202.158.194.172),395.817 ms,439.125 ms,409.471 ms,2020/09/28T18:21:49,www.adelaide.edu.au
